id_vehicule;Marque;Modèle;ANNEE_CIRCUL;Valeur_a_neuf;Valeur_venale;id_proprietaire
2313;DACIA;DUSTER;2015;;;649
2314;CITROEN;CITROEN;2013;1600000;1000000;974
2315;DACIA;DUSTER;2012;;;295
2316;CHEVROLET;CRUZ;2011;1500000;1000000;1097
2317;NISSAN;PATHFINDER;2012;;;506
2318;CITROEN;C3;2008;;;1064
2319;RENAULT;CLIO COMPUS;2014;1500000;1200000;1683
2320;PEUGEOT;207;2008;;;88
2321;PEUGEOT;208;2015;;;1298
2322;PEUGEOT;301;2016;;;1212
2323;SUZUKI;CELERIO;2012;;;1312
2324;SANG YONG;SANG YONG;2008;2100000;1000000;1072
2325;FORD;FOCUS;2008;1200000;1200000;1390
2326;VOLKSWAGEN;TRANSPORTEUR;2013;;;1821
2327;VOLKS WAGEN;GOLF;2010;;;902
2328;VOLKS WAGEN;GOLF;2011;;;392
2329;CITROEN;C4;2012;;;722
2330;SEAT;IBIZA;2013;;;1329
2331;HYUNDAI;ACCENT;2012;;;1228
2332;KIA;SPORTAGE;2009;;;313
2333;VOLKSWAGEN;CADDY;2014;;;1753
2334;PEUGEOT;PARTNER;2010;;;1314
2335;PEUGEOT;PARTNER;2015;;;666
2336;VOLSWAGEN;POLO;2009;1850000;800000;953
2337;RENAULT;CLIO4;2014;;;1755
2338;MERCEDES;E220;2005;7000000;1500000;505
2339;SKODA;YETI;2016;;;137
2340;CHERY;QQ;2013;;;200
2341;SEAT;IBIZA;2013;;;656
2342;PEUGEOT;307;2004;1170000;410000;629
2343;SKODA;SUPERB;2015;2140000;1510000;394
2344;PEUGEOT;207;2012;;;970
2345;MERCEDES;CLASSE E;2011;3500000;3000000;349
2346;NISSAN;QUASHQAI;2014;3000000;1510000;1633
2347;VOLKSWAGEN;TIGUAN;2012;;;1684
2348;RENAULT;CLIO;2012;;;454
2349;FORD;FORD;2016;1949000;1949000;253
2350;PEUGEOT;207;2007;;;604
2351;RENAULT;CLIO;2010;1300000;800000;246
2352;HYUNDAI;ATOS;2007;;;1445
2353;LAND ROVER;FREELANDER;2009;1200000;1200000;1226
2354;PEUGEOT;208;2015;;;1664
2355;SUZUKI;SUZUKI;2010;1100000;900000;203
2356;FORD;FIESTA;2016;;;1575
2357;SEAT;LEON;2011;;;1674
2358;DACIA;DUSTER;2016;;;1413
2359;VOLKSWAGEN;PASSAT;2006;3000000;1400000;1270
2360;RENAULT;SYMBOLE;2016;;;200
2361;PEUGEOT;208;2014;;;199
2362;CITROEN;DS4;2016;3800000;2400000;1450
2363;SKODA;OCTAVIA;2013;;;833
2364;SEAT;IBIZA;2016;;;1062
2365;CITROEN;C3;2012;1340000;1100000;879
2366;RENAULT;CLIO;1996;;;1442
2367;PEUGEOT;EXPERT;2016;;;938
2368;VOLKS WAGEN;GOLF 6;2011;;;855
2369;DACIA;DUSTER;2014;;;268
2370;RENAULT;TRAFIC;2014;;;412
2371;NISSAN;MICRA;2013;;;141
2372;RENAULT;SYMBOL;2014;;;922
2373;RENAULT;SCENIC;2002;;;1502
2374;MARUTI;MARUTI;2006;600000;400000;1484
2375;SUZUKI;SWIFT;2016;;;913
2376;RENAULT;SYMBOLE;2016;;;15
2377;KIA;CERATO;2011;1600000;1300000;614
2378;VOLKSWAGEN;GOLF;2013;2000000;1800000;1195
2379;CHEVROLET;CAPTIVA;2012;;;695
2380;PEUGEOT;BOXER;2015;2800000;2100000;757
2381;TOYOTA;RAV4;2016;4000000;3800000;212
2382;SKODA;OCTAVIA;2012;1800000;1200000;942
2383;CHERRY;QQ;2007;650000;650000;986
2384;RENAULT;CLIO4;2016;;;1546
2385;TOYOTA;YARIS;2012;;;1661
2386;SUZUKI;SWIFT;2016;;;413
2387;CHEVROLET;SPARK;2007;;;507
2388;MARUTI;MARUTI;2013;1000000;1000000;1902
2389;CITROEN;JUMPER;2016;2600000;2500000;383
2390;OPEL;CORSA;2016;;;1408
2391;HYNDAI;H350;2017;4600000;3900000;1388
2392;RENAULT;SYMBOL;2016;;;1186
2393;RENAULT;CAPTUR;2015;;;1964
2394;CITROEN;C ELYSEE;2013;1250000;800000;652
2395;PEUGEOT;208;2013;;;349
2396;PEUGEOT;301;2016;;;376
2397;PEUGEOT;301;2016;;;669
2398;PEUGEOT;208;2015;;;522
2399;PEUGEOT;308;2016;;;1824
2400;SSANGYONG;CORONDO SPORT;2016;3130000;3130000;1149
2401;SUZUKI;CELERIO;2014;899000;800000;40
2402;TOYOTA;COROLLA;2014;;;757
2403;TOYOTA;COROLLA;2015;;;1102
2404;KIA;PICANTO;2012;;;1530
2405;MERCEDES;JLK;2011;6000000;4500000;917
2406;PEUGEOT;206;2002;1000000;400000;1061
2407;RENAULT;TWINGO;2013;1300000;1200000;1374
2408;AUDI;Q3;2015;;;1564
2409;TOYOTA;YARIS;2014;;;297
2410;HYUNDAI;I10;2009;1100000;700000;1208
2411;RENAULT;CLIO4;2013;;;106
2412;DACIA;DUSTER;2016;;;907
2413;JMC;JMC;2015;;;1240
2414;PEUGEOT;208;2013;;;1690
2415;SEAT;IBIZA;2011;1400000;900000;1859
2416;SSANG YONG;SSANG YONG;2007;1000000;1000000;769
2417;DACIA;DUSTER;2014;;;1025
2418;FIAT;PANDA;2007;980000;980000;481
2419;RENAULT;CLIO4;2013;;;310
2420;RENAULT;CLIO 4;2016;;;723
2421;VOLKS WAGEN;GOLF;2005;950000;500000;1649
2422;NISSAN;NAVARA;2009;1700000;1450000;986
2423;LIFAN;LIFAN;2016;1560000;1560000;244
2424;KIA;SPORTAGE;2009;;;605
2425;BMW;Z4;2013;3000000;2000000;669
2426;OPEL;ASTRA;2014;2000000;1700000;50
2427;DACIA;LOGAN;2007;;;1712
2428;GREAT WALL;M4;2014;;;1359
2429;PEUGEOT;301;2016;;;382
2430;TOYOTA;COROLLA;2014;;;1107
2431;RENAULT;SYMBOL;2011;;;1959
2432;GREAT WALL;M4;2014;;;1484
2433;PEUGEOT;PARTNER;2014;;;1301
2434;FORD;C-MAX;2013;2000000;1700000;778
2435;RENAULT;R19;1991;350000;250000;1931
2436;OPEL;ASTRA;2012;;;235
2437;RENAULT;MEGANE;1998;;;88
2438;PEUGEOT;301;2014;;;656
2439;JMC;JMC;2015;;;1385
2440;FORD;FOCUS;2015;2200000;1900000;1641
2441;PEUGEOT;3008;2016;2131000;2131000;1309
2442;PEUGEOT;508;2011;3000000;1500000;1003
2443;PEUGEOT;PEUGEOT;2006;1200000;1200000;803
2444;MERCEDES;190;2014;4500000;3500000;175
2445;MERCEDES;C220;2009;2400000;1580000;1305
2446;PEUGEOT;208;2015;;;1728
2447;RENAULT;MEGANE;2004;;;1207
2448;PEUGEOT;EXPERT;2016;;;1532
2449;SEAT;LEON;2015;;;1485
2450;RENAULT;MEGANE;2011;;;1958
2451;DFSK;DFSK;2012;;;1229
2452;PEUGEOT;308;2015;;;974
2453;KIA;PICANTO;2016;;;1810
2454;WOLKSWAGEN;GOLF;2013;3000000;1400000;1649
2455;NISSAN;QASHQAI+2;2011;2900000;2400000;661
2456;MINI COOPER;MINI;2013;3500000;3000000;1191
2457;HYUNDAI;H1;2013;;;757
2458;HYUNDAI;I20;2014;;;856
2459;VOLKSWAGEN;PASSAT;2013;3000000;1800000;1677
2460;RENAULT;CONGO;2014;;;1394
2461;BMW;M3;2002;7000000;2000000;1034
2462;OPEL;CORSA;2012;;;606
2463;RENAULT;MEGANE;2010;;;827
2464;RENAULT;MEGANE;2011;;;119
2465;VOLKS WAGEN;GOLF;2009;;;1461
2466;HYUNDAI;HYUNDAI;2013;800000;800000;1031
2467;NISSAN;MICRA;2011;1390000;800000;1500
2468;RENAULT;CONGO;2014;2000000;400000;1679
2469;GREAT WALL;M4;2014;1400000;700000;1062
2470;VOLKS WAGEN;PASSAT;2016;3000000;3000000;1658
2471;CHEVROLET;CHEVROLET;2012;1000000;600000;1288
2472;RENAULT;CLIO 4;2014;1410000;1300000;1905
2473;MERCEDES;CLASS B;2015;6000000;4000000;471
2474;RENAULT;CLIO;2015;;;941
2475;RENAULT;CLIO;2016;1857500;1857500;90
2476;PEUGEOT;208;2015;;;1076
2477;OPEL;CORSA;2014;1190000;1190000;1830
2478;HONDA;CRV;2006;;;320
2479;HAFEI;HAFEI;2013;;;794
2480;VOLKSWAGEN;AMAROK;2014;3599000;3200000;306
2481;IVECO;IVECO;2001;3300000;1000000;313
2482;RENAULT;R12;1977;980000;500000;889
2483;JAC;JAC;2006;2000000;1200000;1014
2484;WOLKSWAGEN;GOLF 5;2006;2000000;900000;311
2485;RENAULT;SENIC II;2004;1000000;900000;768
2486;CITROEN;BERLINGO;2011;1200000;900000;1865
2487;RENAULT;MEGANE;2011;1800000;1200000;1719
2488;RENAULT;MEGANE;1998;420000;400000;1034
2489;VOLKSWAGEN;CADDY;2013;2700000;1200000;415
2490;PEUGEOT;EXPERT;2016;;;1478
2491;SEAT;IBIZA;2015;;;942
2492;RENAULT;CLIO;2002;;;1140
2493;VOLKSWAGEN;TOURAN;2007;1000000;1000000;1986
2494;CITROEN;C5;2010;2500000;2000000;1079
2495;VOLKSWAGEN;POLO;2015;;;1878
2496;VOLSWAGEN;POLO;2016;2000000;1500000;970
2497;RENAULT;MASTER;2012;;;1986
2498;RENAULT;CLIO4;2016;;;1128
2499;KIA;PICANTO;2014;;;111
2500;TOYOTA;TOYOTA;2013;1200000;1100000;1702
2501;RENAULT;MEGANE;2012;;;1751
2502;VOLKS WAGEN;GOLF7;2019;4550000;3300000;1344
2503;PEUGEOT;PARTNER;2010;1400000;1050000;1781
2504;DACIA;LOGAN;2013;;;163
2505;VOLKS WAGEN;GOLF;2013;;;1971
2506;CITROEN;NEMO;2013;1500000;1000000;1019
2507;KIA;PICANTO;2005;1800000;800000;350
2508;TOYOTA;HILUX;2013;2500000;2000000;1612
2509;HYUNDAI;ATOS;2008;900000;400000;54
2510;FORD;FIESTA;2008;1620000;1100000;719
2511;TOYOTA;AURIS;2014;2500000;2250000;1663
2512;RENAULT;KANGOO;2001;1450000;800000;139
2513;VOLKSWAGEN;POLO;2014;;;1628
2514;TOYOTA;YARIS;2013;;;267
2515;SEAT;LEON;2013;;;1071
2516;SEAT;IBIZA;2017;;;1872
2517;RENAULT;FLUENCE;2013;2000000;1155200;1092
2518;VOLKSWAGEN;POLO;2016;;;1050
2519;PEUGEOT;207;2012;;;48
2520;GREAIT WALL;VOLLEX;2015;1350000;1200000;1452
2521;FORD;KA;2014;;;1156
2522;HYUNDAI;ATOS;2010;;;1780
2523;DAIHATSU;DELTA;2006;700000;600000;1304
2524;DACIA;DUSTER;2016;;;411
2525;PEUGEOT;206;2011;1500000;1000000;1359
2526;CITROEN;SAXO;2001;1000000;270000;1985
2527;RENAULT;SYMBOL;2011;;;1075
2528;VOLKSWAGEN;POLO;2016;;;1316
2529;DFM;DFM;2010;800000;700000;353
2530;DFSK;EQ1020TF;2011;950000;450000;1881
2531;DACIA;STEPWAY;2014;3000000;1600000;87
2532;RENAULT;SYMBOLE;2016;;;1123
2533;RENAULT;RENAULT;2012;1800000;1700000;1031
2534;HYUDAI;I10;2016;1350000;1350000;713
2535;VOLSWAGEN;POLO;2013;1390000;1390000;1026
2536;DFSK;DFSK;2015;1000000;1000000;1760
2537;RENAULT;SYMBOL;2016;;;354
2538;RENAULT;CAPTURE;2015;;;1368
2539;HYUNDAI;ACCENT;2016;;;326
2540;PEUGEOT;EXPERT;2016;;;636
2541;RENAULT;CLIO;2001;;;1906
2542;RENAULT;EXPRESS;1996;400000;400000;360
2543;KIA;PICANTO;2018;;;1731
2544;PEUGEOT;206;2006;;;828
2545;RENAULT;R25;1990;1000000;1000000;1497
2546;PEUGEOT;308;2009;2100000;1200000;1347
2547;PEUGEOT;206+;2011;1200000;700000;1308
2548;DACIA;DUSTER;2015;;;673
2549;VOLSWAGEN;GOLF;2013;2200000;1870000;85
2550;CITROEN;BERLINGO;2007;;;709
2551;BMW;320D;2000;900000;900000;1580
2552;FORD;FIESTA;2016;;;937
2553;PEUGEOT;208;2014;;;277
2554;CHANA;BENNY;2014;1000000;1000000;1658
2555;NISSAN;MICRA;2012;;;1303
2556;RENAULT;SYMBOL;2016;;;1966
2557;FAW;FAW;2014;740000;650000;419
2558;SKODA;SKODA;2012;1600000;700000;1664
2559;RENAULT;SYMBOLE;2016;;;325
2560;PEUGEOT;206;2006;;;1506
2561;RENAULT;CLIO 4;2013;;;429
2562;SUZUKI;SWIFT;2009;;;271
2563;VOLKS WAGEN;GOLF;2011;;;734
2564;HYUNDAI;I10;2014;;;1563
2565;HYUNDAI;ATOS;2000;;;738
2566;RENAULT;SYMBOL;2016;;;1166
2567;HYUNDAI;H100;2008;3000000;1000000;780
2568;DACIA;STEPWAY;2016;;;374
2569;KIA;SORENTO;2014;3500000;3000000;711
2570;VOLKSWAGEN;POLO;2013;;;1902
2571;FAW;FAW;2016;1500000;800000;1866
2572;FORD;FIESTA;2012;;;1310
2573;RENAULT;MEGANE;2010;;;1958
2574;DACIA;DUSTER;2011;;;1758
2575;HYUNDAI;EON;2013;;;670
2576;VOLSWAGEN;POLO;2015;2000000;1900000;1564
2577;DACIA;STEPWAY;2016;;;768
2578;CITROEN;BERLINGO;2015;;;1245
2579;RENAULT;TRAFIC;2014;2400000;2160000;1776
2580;RENAULT;TRAFIC;2012;;;1670
2581;PEUGEOT;208;2013;;;304
2582;CHEVROLET;SAIL;2013;;;356
2583;DAEWOO;NUBURA;1999;500000;400000;1975
2584;YUEJIN;YUEJIN;2014;1800000;1200000;1213
2585;RENAULT;CLIO 4;2013;;;795
2586;OPEL;ZAFIRA;2006;2000000;1200000;417
2587;HYUNDAI;AM51BA;2016;1600000;1100000;1571
2588;VOLKS WAGEN;GOLF;2010;;;1141
2589;JMC;JMC;2015;1640000;800000;1623
2590;RENAULT;EXPRESS;1988;600000;400000;366
2591;CHEVROLET;SAIL;2013;;;157
2592;RENAULT;SYMBOL;2016;;;946
2593;VOLKSWAGEN;POLO;2014;;;817
2594;SKODA;RAPID;2015;;;281
2595;HYUNDAI;CRETA;2016;;;284
2596;RENAULT;CLIO;2008;;;1598
2597;SKODA;FABIA;2012;;;1787
2598;RENAULT;CLIO 3;2010;;;1370
2599;RENAULT;SYMBOL;2016;;;677
2600;RENAULT;CLIO 3;2009;;;1025
2601;HUNDAI;HUNDAI;2007;700000;700000;1630
2602;BMW;525;2012;1400000;1000000;216
2603;DACIA;R12;1973;400000;150000;908
2604;OPEL;ASTRA;2009;1800000;1200000;265
2605;SUZUKI;CELERIO;2010;;;278
2606;PEUGEOT;205;1998;900000;200000;133
2607;SKODA;RAPID;2013;;;1494
2608;RENAULT;CLIO3;2009;;;1309
2609;CHEVROLET;SPARK;2012;850000;600000;146
2610;MERCEDES;250;1994;1500000;700000;87
2611;FORD;FIESTA;2013;1310000;1100000;1776
2612;TOYOTA;COROLA;2005;1800000;500000;1639
2613;NISSAN;D40;2016;2545300;800000;1471
2614;VOLSWAGEN;GOLF;2014;2200000;1800000;564
2615;SYMBOL;RENAULT;2009;600000;600000;323
2616;RENAULT;CLIO 4;2013;;;492
2617;PEUGEOT;207;2012;;;776
2618;MARUTI;800;2005;;;1942
2619;CHEVROLET;SAIL;2011;1100000;800000;1808
2620;VOLKSWAGEN;POLO;1998;;;175
2621;DACIA;STEPWAY;2016;;;1437
2622;FORD;FIESTA;2016;;;1575
2623;FORD;FIESTA;2012;;;1854
2624;CITROEN;C4;2016;2389914;2200000;851
2625;VOLKS WAGEN;CADDY;2012;1600000;1600000;864
2626;PEUGEOT;206;2008;;;139
2627;FORD;PIK UP;2010;1500000;1000000;5
2628;TOYOTA;YARIS;2003;;;1098
2629;RENAULT;SYMBOL;2016;;;1096
2630;CITROEN;SAXO;2000;1000000;500000;1240
2631;RENAULT;EXPRESSE;1995;600000;500000;1430
2632;AUDI;A6 LIMOUSINE;2003;9000000;5000000;1259
2633;VOLKSWAGEN;POLO;2009;1400000;1200000;1879
2634;MERCEDES;190;1988;6000000;460000;1977
2635;SKODA;FABIA;2015;;;186
2636;MERCEDES BENZ;MERCEDES BENZ;2015;15000000;5500000;417
2637;DACIA;LOGANE;2012;1200000;800000;367
2638;TOYOTA;YARIS;2009;;;1183
2639;PEUGEOT;208;2014;;;199
2640;CITROEN;C4;2012;;;666
2641;RENAULT;CAPTURE;2015;;;1225
2642;RENAULT;SYMBOL;2016;;;1439
2643;RENAULT;SYMBOL;2016;;;661
2644;KIA;PICANTO;2016;;;687
2645;DACIA;STEPWAY;2015;1245000;1245000;822
2646;DAEWOO;LANOS;1990;1260000;150000;1987
2647;VOKSWAGEN;POLO;2016;3000000;3000000;342
2648;RENAULT;CAPTUR;2013;1720000;1300000;346
2649;RENAULT;MEGANE;2012;;;797
2650;CHANA;BENNY;2008;1000000;800000;360
2651;RENAULT;CAMPUS;2009;;;679
2652;TOYOTA;LAND CRUISER;2013;9000000;6840000;1657
2653;TOYOTA;LAND CRUISER;2008;9000000;3800000;733
2654;VOLKSWAGEN;POLO;2013;;;809
2655;CITROEN;C2;2010;1700000;1500000;1
2656;SUZUKI;ALTO;2013;;;421
2657;DACIA;DACIA;2012;1650000;800000;271
2658;CHERY;QQ;2015;1000000;600000;1787
2659;RENAULT;SYMBOL;2015;;;1252
2660;RENAULT;CLIO;1997;;;1448
2661;CHEVROLET;AVEO;2014;;;564
2662;SEAT;IBIZA;2013;;;1143
2663;SKODA;RAPID;2016;2079000;1800000;558
2664;PEUGEOT;EXPERT;2016;2664000;2530800;1420
2665;PEUGEOT;BOXER;2013;2000000;2000000;1075
2666;DACIA;SANDERO;2016;;;1923
2667;DACIA;DUSTER;2015;;;1219
2668;HYUNDAI;I10;2010;1200000;600000;231
2669;MERCEDES;S 500;2002;4000000;2000000;1041
2670;HYUNDAI;H1;2010;1600000;950000;27
2671;VOLKS WAGEN;GOLF;2014;;;937
2672;OPEL;CORSA;2012;;;1845
2673;RENAUKT;LAGUNA;2010;2000000;1800000;1365
2674;FORD;FOCUS;2012;2090000;1700000;875
2675;HYUNDAI;CRETA;2017;;;1032
2676;SANG YONG;SANG YONG;2011;2100000;1510000;1054
2677;CHEVROLET;SPARK;2011;;;1012
2678;VOLKS WAGEN;PASSAT;2009;4500000;1500000;1283
2679;RENAULT;CAPTURE;2013;;;1455
2680;SKODA;FABIA;2011;;;808
2681;VOLKS WAGEN;GOLF 6;2009;1700000;1500000;1609
2682;PEUGEOT;301;2013;;;1920
2683;PEUGEOT;301;2013;;;1008
2684;PEUGEOT;301;2013;;;1231
2685;PEUGEOT;301;2013;;;743
2686;DACIA;DUSTER;2013;;;705
2687;DACIA;LOGANE;2015;;;1950
2688;SUZUKI;ERTIGA;2014;;;1866
2689;CHEVROLET;SPARK;2011;1000000;500000;1622
2690;RENAULT;R19;1995;;;1876
2691;TOYOTA;YARIS;2005;1230000;800000;1163
2692;SKODA;FABIA;2014;;;1410
2693;SEAT;LEON;2014;;;1974
2694;CHERY;A11;2019;1195000;800000;1662
2695;HYUNDAI;TUCSON;2016;4247310;3500000;1309
2696;VOLKSWAGEN;GOLF;2006;2500000;990000;1676
2697;SUZUKI;ALTO;2013;825000;710000;1754
2698;KIA;SORENTO;2013;3000000;2400000;558
2699;PEUGEOT;208;2016;;;1142
2700;HONDA;CRV;2006;1200000;1200000;1292
2701;PEUGEOT;308;2015;;;1478
2702;PEUGEOT;PARTENER;2006;1300000;500000;1955
2703;RENAULT;SYMBOL;2016;;;1612
2704;PEUGEOT;301;2015;1129000;1129000;1315
2705;RENAULT;MASTER;2016;2800000;2800000;816
2706;RENAULT;CAMPUS;2011;;;1653
2707;AUDI;A4;2006;4000000;300000;1386
2708;RENAULT;CLIO 3;2009;;;1919
2709;RENAULT;MEGANE;2006;1500000;650000;357
2710;RENAULT;CLIO;2009;;;600
2711;VOLKS WAGEN;GOLF;2014;;;1469
2712;GONOW;PICK UP S;2016;1500000;1500000;269
2713;RENAULT;SYMBOL;2013;;;486
2714;FORD;FIESTA;2012;;;1674
2715;SEAT;IBIZA;2012;;;1239
2716;RENAULT;CAMPUS;2007;;;1784
2717;VOLKSWAGEN;POLO;2011;;;1272
2718;SEAT;LEON;2016;1900000;1900000;1401
2719;SKODA;FABIA;2016;1879000;1870000;1393
2720;CITROEN;C3;2011;1500000;1000000;1831
2721;DACIA;SOLENZA;2004;1100000;300000;558
2722;SUZUKI;SWIFT;2009;;;281
2723;PEUGEOT;3008;2012;;;1510
2724;DAIHATSU;SIRION;2008;;;1631
2725;CHEVROLET;AVEO;2005;;;146
2726;HAIFI;HARBIN;2010;540000;500000;406
2727;MERCEDES;CLASSE C;2013;5000000;2000000;1215
2728;TOYOTA;YARIS;2009;;;1362
2729;SUZUKI;SWIFT;2015;1100000;1100000;830
2730;DACIA;STEP WAY;2016;;;377
2731;FIAT;PUNTO;1996;1000000;350000;246
2732;HYUNDAI;I10;2016;;;337
2733;CITROEN;JUMPER;2003;950000;910000;572
2734;FORD;FIESTA;2011;;;1277
2735;RENAULT;DUSTER;2011;1743577;1400000;600
2736;PEUGEOT;2008;2014;2115500;2115500;1304
2737;MERCEDES;MERCEDES;2014;9000000;5000000;250
2738;VOLKSWAGEN;POLO;2012;1399000;1250000;972
2739;SUBARU;SUBARU;2012;1700000;1000000;1496
2740;TOYOTA;RAV 4;2012;2900000;1700000;632
2741;PEUGEOT;PARTNER;2015;;;1847
2742;PEUGEOT;PARTNER;2015;;;1498
2743;PEUGEOT;PARTNER;2015;;;1690
2744;SKODA;FABIA;2015;;;51
2745;DACIA;STEPWAY;2016;;;431
2746;AUDI;A3;2013;;;1952
2747;RENAULT;MASTER;2014;;;1884
2748;FAW;FAW;2015;;;1772
2749;SKODA;OCTAVIA;2014;;;1405
2750;RENAULT;SYMBOL;2016;;;1243
2751;RENAULT;SYMBOLE;2016;;;1840
2752;PEUGEOT;207;2013;1150000;1150000;601
2753;TOYOTA;PRADO;2003;2500000;2000000;677
2754;TOYOTA;YARIS;2009;;;1634
2755;VOLKS WAGEN;GOLF;2015;;;872
2756;VOLKS WAGEN;GOLF;2015;;;1681
2757;SUZUKI;SWIFT;2013;1035000;800000;7
2758;VOKSWAGEN;POLO;2012;;;1598
2759;RENAULT;R19;1992;500000;400000;470
2760;DACIA;LOGAN;2015;;;1439
2761;PEUGEOT;207;2006;1600000;700000;1232
2762;CHEVROLET;AVEO;2010;1200000;800000;1150
2763;PEUGEOT;208;2013;;;197
2764;DACIA;STEPWAY;2012;1500000;1300000;1486
2765;PEUGEOT;107;2009;1300000;1100000;1356
2766;VOLKS WAGEN;GOLF 6;2013;2800000;2000000;949
2767;SKODA;SUPERB;2013;;;101
2768;RENAULT;CLIO;1996;;;445
2769;DACIA;DUSTER;2016;;;178
2770;PEUGEOT;208;2014;;;2
2771;TOYOTA;TOYOTA;2008;1700000;1700000;1775
2772;VOLKSWAGEN;TIGUAN;2014;;;1262
2773;HYUNDAI;CRETA;2018;3500000;2389900;1333
2774;VOLKS WAGEN;GOLF;2016;;;27
2775;VOLKS WAGEN;GOLF;2012;;;587
2776;HYUNDAI;ACCENT;2014;;;1790
2777;HYUNDAI;ACCENT;2014;;;942
2778;RENAULT;KADJAR;2016;3299499;2200000;1825
2779;JAC;JAC;2013;1600000;1280000;368
2780;LAND ROVER;EVOQUE;2014;;;76
2781;VOLKSWAGEN;GOLF;2002;1600000;1000000;187
2782;RENAULT;SYMBOL;2012;;;1845
2783;PEUGEOT;206;2013;1200000;1000000;204
2784;RENAULT;SYMBOL;2012;;;1382
2785;PEUGEOT;301;2016;1760000;1510000;1898
2786;TOYOTA;YARIS;2011;1200000;960000;410
2787;MARUTI;MARUTI;2010;750000;600000;59
2788;AUDI;Q5;2012;4500000;3000000;1323
2789;TOYOTA;HILUX;2016;;;1856
2790;VOLKSWAGEN;TIGUAN;2013;3000000;3100000;1372
2791;VOLKS WAGEN;GOLF;2015;;;244
2792;MARUTI;800;2005;800000;600000;1801
2793;RENAULT;MASTER;2014;;;1318
2794;TOYOTA;YARIS;2016;;;1051
2795;DACIA STEPWAY;SENDERO;2016;1526500;1450000;505
2796;SKODA;YETI;2016;2599000;2599000;565
2797;DACIA;LOGAN;2015;;;819
2798;TOYOTA;RAF4;2016;4000000;2900000;1775
2799;CITROEN;C5;2014;4000000;3000000;1810
2800;VOLKSWAGEN;POLO;2013;;;696
2801;SKODA;FABIA;2013;;;979
2802;NISSAN;QUASHQAI;2009;3000000;1400000;423
2803;DACIA;LOGAN;2009;1250000;800000;1509
2804;DAIHATSU;DAIHATSU;2010;2000000;1000000;1165
2805;DACIA;DACIA;2015;;;320
2806;HINO;BENNE;2015;4150000;4083761;251
2807;HINO;PLATEAU;2015;3900000;3734000;1115
2808;PEUGEOT;508;2013;2500000;2000000;165
2809;CITROEN;C5;2003;2000000;500000;104
2810;RENAULT;RENAULT;2013;1600000;800000;103
2811;DAWEOO;LANOS;1999;900000;500000;1224
2812;SEAT;LEON;2013;;;1876
2813;PEUGEOT;301;2014;;;149
2814;RENAULT;MEGANE;1997;1400000;1000000;221
2815;DACIA;STEPWAY;2018;1685000;1500001;1173
2816;DACIA;DUSTER;2015;;;78
2817;LAND ROVER;EVOQUE;2016;;;591
2818;KIA;K2700;2016;2300000;1700000;1495
2819;RENAULT;SYMBOL;2019;1600000;1600000;742
2820;PEUGEOT;206;2004;;;1556
2821;DACIA;STEPWAY;2016;;;879
2822;PEUGEOT;307;2006;;;733
2823;PEUGEOT;207;2012;;;338
2824;PEUGEOT;208;2016;;;1374
2825;CHEVROLET;SPARK;2007;1050000;800000;1112
2826;JINBEI;JINBEI;2011;1000000;700000;1338
2827;FORD;FOCUS;2011;;;1061
2828;RENAULT;CLIO;2015;;;709
2829;VOLKS WAGEN;GOLF;2008;2000000;1000000;1830
2830;AUDI;A1;2015;;;892
2831;TOYOTA;COROLLA;2013;1930000;1720000;1990
2832;NISSAN;MICRA;2014;930000;930000;470
2833;SEAT;IBIZA;2014;;;263
2834;DACIA;DUSTER;2015;;;1883
2835;DAEWOO;DAEWOO;1994;1000000;500000;325
2836;DONGFENG;DONGFENG;2010;1000000;500000;1229
2837;DACIA;DUSTER;2013;;;446
2838;AUDI;Q7;2014;9000000;6000000;556
2839;MERCEDES;CLASSE A;2016;3000000;3000000;962
2840;FORD;FIESTA;2012;;;117
2841;RENAULT;CLIO;2001;;;838
2842;VOLKSWAGEN;GOLF7;2017;4799000;2500000;749
2843;DACIA;LOGAN;2014;;;170
2844;RENAULT;SYMBOL;2016;;;286
2845;RENAULT;KANGO;2011;1400000;1300000;125
2846;NISSAN;SUNNY;2015;;;1712
2847;KIA;PICANTO;2016;;;262
2848;PEUGEOT;307;2006;1200000;800000;1360
2849;BMW;X3;2012;;;1808
2850;DACIA;DUSTER;2016;;;1137
2851;RENAULT;MEGANE;2012;;;1939
2852;RENAULT;CLIO;2004;;;1524
2853;VOLKS WAGEN;TIGUANE;2015;;;1008
2854;SEAT;IBIZA;2013;;;959
2855;PEUGEOT;406;2002;;;461
2856;CITROEN;BX;1985;1000000;250000;158
2857;FORD;CNNTTE;2013;1500000;1000000;1851
2858;KIA;PICANTO;2016;;;485
2859;PEUGEOT;208;2014;;;259
2860;SANGYONG;TIVOLE;2008;1900000;700000;505
2861;CITROEN;C3;2014;;;1546
2862;FORD;FIESTA;2016;;;1424
2863;VOLKS WAGEN;TIGUANE;2015;4730000;4000000;1515
2864;PEUGEOT;208;2015;;;301
2865;SEAT;IBIZA;2012;;;1999
2866;OPEL;ASTRA;2013;2000000;1800000;404
2867;DACIA;STEPWAY;2016;1390000;1390000;758
2868;RENAULT;CLIO;2013;;;1572
2869;SUZUKI;ALTO;2011;1400000;700000;806
2870;TOYOTA;AVENSIS;2011;1500000;1000000;1414
